,UserId,Username,Ispro,HasStats,Contacts,PhotoCount,MeanViews,GroupsCount,GroupsAvgMembers,GroupsAvgPictures
24,9989888@N07,Poetyca,0,0,102,15346,3.5267,9,57657.0,445148.0
25,24406544@N00,Meteorry,1,1,1138,17564,1651.6872,1727,2263.69426752,47557.2194557
26,144155132@N06,olobyer,0,0,11,1509,13.8899933731,0,0.0,0.0
27,143285709@N03,Online Live Casino,0,0,0,1706,4.1054481546599995,0,0.0,0.0
28,65536907@N00,PLIexperience,1,1,1,8519,2.05974879681,0,0.0,0.0
29,144341294@N03,LookHack.com,0,0,0,5187,18.971659919,0,0.0,0.0
30,92332831@N04,Smotrisport,0,0,0,46196,1.2807,0,0.0,0.0
31,78903836@N05,TracyDX,0,0,3,1951,19.773962070699998,0,0.0,0.0
32,147696170@N02,prodbdf,0,0,0,7731,3.9952140732099997,1,18078.0,932.0
33,11730376@N02,Bob the Airplane Nut,1,1,36,1289,172.030256012,21,491.523809524,7719.0952381
34,158786085@N04,travel.international,0,0,0,167,1.2754491018,0,0.0,0.0
35,154875016@N06,johnnybeckworth,0,0,1,24,8.125,0,0.0,0.0
36,148002233@N05,Αθανάσιος Μοσχάκης,0,0,0,348,7.90517241379,0,0.0,0.0
37,54989697@N02,eitb.eus,1,1,1,441868,23.0213,1,18078.0,932.0
38,8694583@N08,alessandropancirolli,0,0,6,2424,22.445957095700003,0,0.0,0.0
39,147268366@N08,Automated Access,0,0,1,1192,4.23406040268,0,0.0,0.0
40,54052359@N00,crumplestiltskin,1,1,208,15015,52.4984,168,21054.446428599997,511107.238095
41,136825142@N02,SandSpice,0,0,25,733,14.901773533399998,7,41215.7142857,1233142.0
42,71933035@N00,internat,1,1,429,5634,242.355165069,393,13833.564885499998,378007.50127199996
43,101325620@N08,sergey.ivolgin,0,0,199,826,133.91283293,27,28939.037037000002,406989.77777800005
44,95071538@N00,rashundrayton,1,1,509,791,198.396965866,123,26043.813008099998,685550.252033
45,142788371@N05,Thermoplastic Markings,0,0,0,1520,4.5901315789499995,0,0.0,0.0
46,29639479@N04,dsimm22,0,0,1,32,3.78125,0,0.0,0.0
47,149335176@N07,Photo from Roma (only from mobile),0,0,1,45,0.7555555555560001,0,0.0,0.0
48,151466410@N05,edsompeña,0,0,0,3,0.666666666667,0,0.0,0.0
49,132435000@N04,Phil Wall Leadership,0,0,0,147,3.7755102040800006,0,0.0,0.0
50,155624754@N07,rajkumar416,0,0,1,1,1.0,0,0.0,0.0
51,151553110@N07,fco_arias,0,0,0,844,9.42772511848,0,0.0,0.0
52,150160270@N04,Fake Grass News,0,0,1,353,4.631728045330001,0,0.0,0.0
53,137255342@N03,travel.advantage,0,0,0,340,18.0705882353,0,0.0,0.0
54,25348090@N03,Dr Yool,1,1,42,15765,38.1155,178,2241.26404494,26276.9831461
55,155624422@N02,ivanflores12,0,0,1,4,0.0,0,0.0,0.0
56,153759619@N08,hollywoodtapfl,0,0,4,5605,15.6617305977,0,0.0,0.0
57,152138260@N04,donor066,0,0,1,4251,0.259703599153,0,0.0,0.0
58,148868946@N05,Coloured Tarmac,0,0,1,2136,6.51966292135,0,0.0,0.0
59,143770754@N07,Thermoplastic Playground Markings,0,0,0,1584,6.329545454550001,0,0.0,0.0
60,131740146@N04,freierfred,0,0,0,3371,58.48650252149999,0,0.0,0.0
61,132384550@N02,carmenalejandra.delatorre,0,0,289,400,72.965,9,126332.777778,4207186.44444
62,158621924@N02,Hall of Quotes,0,0,0,1818,4.88063806381,0,0.0,0.0
63,126726242@N02,www.natalyashik.ru,0,0,0,74785,2.4854,0,0.0,0.0
64,81721676@N07,CandicePhotographies,0,0,25,252,120.73809523799999,9,19962.6666667,386417.555556
65,122182376@N08,premand72,0,0,99,75,139.413333333,29,56711.068965499995,1754503.55172
66,150927354@N06,brianallen15,0,0,1,233,194.44635193099998,1,2.0,37.0
67,151983771@N04,@Photoblog,0,0,3,9,8.11111111111,0,0.0,0.0
68,141882366@N03,balloonnions,0,0,0,1709,24.358689291999998,0,0.0,0.0
69,154524513@N07,davidlam11,0,0,4,8,14.375,0,0.0,0.0
70,125602145@N06,njohn209,0,0,38,1779,638.239460371,56,17614.678571400003,587481.625
71,151938080@N07,Playagain12,0,0,3,1,1.0,0,0.0,0.0
72,42083039@N00,Thundershead,1,1,367,72970,55.0443,153,6726.04575163,133814.627451
73,152374292@N04,BenM500,0,0,1,54,2220.74074074,0,0.0,0.0
74,157930523@N02,santiagovalencia4,0,0,7,35,4.02857142857,0,0.0,0.0
75,126181108@N07,Official_Burgess Hill Town FC,0,0,2,3461,187.012424155,4,1757.25,105276.25
76,137439807@N03,jumpynews,0,0,0,16751,30.0478,0,0.0,0.0
77,150206954@N04,Wedding Rings Direct,0,0,1,1300,6.10615384615,0,0.0,0.0
78,135488499@N02,ogre1550,1,1,3300,814,1369.25675676,282,20398.7907801,603927.943262
79,151890664@N06,Justin Candys Arts,0,0,0,50,1.36,0,0.0,0.0
80,19338987@N02,nicklaborde,0,0,147,958,97.1628392484,15,12123.466666700002,213330.4
81,94625747@N07,Pömpi,0,0,20,263,244.54752851700002,104,31946.4134615,950721.7980770001
82,80741650@N02,Dark Magnus,0,0,14,699,36.081545064400004,0,0.0,0.0
83,155147753@N07,theamazingjpop,0,0,1,214,3.29906542056,0,0.0,0.0
84,145459722@N07,Canopies Shelters,0,0,0,3258,6.99631675875,0,0.0,0.0
85,125679982@N05,Lela Hightower,0,0,122,2553,4.61182922052,0,0.0,0.0
86,146542030@N02,РазделяйснамиЭкоурок,0,0,1,40982,7.0157,0,0.0,0.0
87,52837777@N02,marius.vochin,0,0,5,4278,18.3223468911,0,0.0,0.0
88,151226883@N06,hallllotina,0,0,1,57,4.24561403509,0,0.0,0.0
89,126243583@N08,jussidimitrijeff,1,1,163,1118,440.473166369,43,13710.8372093,317028.883721
90,22285503@N00,Terry Bain,0,1,2336,6506,278.081924377,58,6825.60344828,83333.03448280001
91,104808566@N07,amwtony,0,0,6,176797,5.2185,0,0.0,0.0
92,22070130@N07,J e n s,1,1,377,36626,47.7676,75,5316.34666667,69909.7733333
93,87216456@N06,UI_MarissaHaque,0,0,0,17108,5.7934,0,0.0,0.0
94,125812158@N07,werner.raffel,0,0,1,379,44.2823218997,0,0.0,0.0
95,25130641@N04,Lisas-Life.com,0,0,125,7362,75.8682423255,23,4430.73913043,16440.130434799998
96,133321378@N02,hansfassbender@yahoo.de,1,1,1,18910,4.2549,0,0.0,0.0
97,146700165@N03,outdooradvertising1,0,0,1,692,5.71531791908,0,0.0,0.0
98,82981697@N08,EBLITZ£$,0,0,22406,1904,303.103991597,44,2576.29545455,133933.727273
99,17673889@N00,TomSlatin.com,1,1,22,5480,150.215328467,306,7978.10457516,171882.954248
100,155089433@N05,RCV78,0,0,0,173,62.8901734104,0,0.0,0.0
101,69529853@N08,Ann Jacobs,0,0,49,1743,69.9764773379,14,17216.1428571,296390.642857
102,55753706@N00,mormondancer,0,0,5,6154,4.34465388365,0,0.0,0.0
103,63223331@N05,gcampbellphoto,1,1,405,6758,2078.07650192,515,7167.33592233,235566.81747600003
104,147804305@N07,Premium Carpet Cleaning,0,0,0,640,4.4375,0,0.0,0.0
105,10705700@N03,Bizarro s Theme Park Photography,1,1,1,207061,5.4056,2,29.0,734.0
106,141700813@N05,debtreliefuk,0,0,0,3650,3.94465753425,0,0.0,0.0
107,143100577@N06,burcucanci,0,0,0,1404,5.67521367521,0,0.0,0.0
108,41903519@N07,schultzstm,1,1,50,13199,14.9805,6,17572.5,152845.333333
109,85472023@N04,Damita s Pretty Wrap,0,0,34,1551,13.0541586074,1,398.0,2643.0
110,154332403@N04,naomimuñoz,0,0,13,16,8.5,0,0.0,0.0
111,152034459@N08,StarDustPhotographer,0,0,1,270,18.8962962963,0,0.0,0.0
112,142964737@N08,Dennis Lyou,0,0,111,3415,17.623426061500002,0,0.0,0.0
113,106725641@N02,Willow Sykes,0,0,1135,95,2677.02105263,43,15400.627907,373028.34883699997
114,27177350@N04,akpingel,0,1,29,4350,45.892413793100005,20,16153.75,170286.7
115,152738929@N02,anandshukla2,0,0,1,368,2.73097826087,0,0.0,0.0
116,124317959@N04,icezsr,0,0,0,2762,55.1118754526,0,0.0,0.0
117,148602412@N02,tamiy60,0,0,2,92,1.33695652174,0,0.0,0.0
118,150924928@N08,Donvnn,0,0,1,34,1.1470588235299999,1,16.0,0.0
119,152753191@N07,zahirahmad2,0,0,1,1,0.0,0,0.0,0.0
120,150509662@N04,cenestorax,0,0,0,155,1.92903225806,0,0.0,0.0
121,152288289@N02,kasandrabuenrostro,0,0,0,860,4.78953488372,0,0.0,0.0
122,143881264@N07,Professional Dental Care,0,0,0,1697,18.6146140247,0,0.0,0.0
123,54578714@N08,edinfante,0,0,0,736,4.63179347826,0,0.0,0.0
124,141690704@N04,mr.krissz,0,0,79,700,242.324285714,135,28262.451851899998,1022249.38519
125,149282196@N07,skypaxprovideukparcelforwardshoppingconciergeservi,0,0,1,212,6.570754716980001,0,0.0,0.0
126,152389806@N08,Ahyush,0,0,1,66,1.28787878788,0,0.0,0.0
127,142102310@N04,Invokana Lawsuit Lawyers,0,0,0,2454,9.23838630807,0,0.0,0.0
128,148814623@N05,Wimare,0,0,4,1017,483.918387414,1,1375.0,301155.0
129,145635634@N08,Best Plumbers UK,0,0,0,3273,5.15307057745,0,0.0,0.0
130,15494108@N02,EYT / 歡樂今宵 ( Jong s Collection ),0,1,65,9260,823.816090713,13,38856.846153800005,1097793.69231
131,137868294@N05,trulytrulyoutrageous,0,0,42,119,446.848739496,8,10300.5,165763.625
132,130190762@N08,karmstores,0,0,0,7081,31.675187120500002,0,0.0,0.0
133,45506355@N00,brucesflickr,1,1,351,23017,216.8347,80,1165.75,17415.1875
134,68097169@N08,Angel s Syn Photography,0,0,2,222,20.7387387387,2,3917.0,51908.5
135,11639754@N06,imbert,1,1,53,45521,32.7826,16,36758.9375,335554.8125
136,147025922@N07,Flood Defences,0,0,1,1558,4.9614890885800005,0,0.0,0.0
137,14079219@N05,EP Holcomb,1,1,344,15239,380.1935,81,5183.2345679,113276.33333299999
138,76601729@N06,Sonia Rincón,1,1,164,2529,24.9509687624,4,295.5,11325.5
139,124758527@N05,teekennails,0,0,1,797,14.860727729,1,4822.0,3381.0
140,12665333@N04,solstina,1,1,10,5584,35.934455587399995,0,0.0,0.0
141,153642843@N05,robruttledge,0,0,1,221,2.84162895928,0,0.0,0.0
142,91461004@N06,MikeONeil,0,0,54,241,234.995850622,52,23820.173076900002,674139.9230770001
143,61075225@N08,Nilebrush,1,1,141,322,20.472049689400002,15,20618.3333333,584058.0
144,125141703@N02,Imagen.Primero,0,0,48,25936,2.5267,0,0.0,0.0
145,8489692@N03,katerha,1,1,129,4263,1145.57025569,52,7215.15384615,98214.9230769
146,95095552@N02,Bradley J Gray,0,0,36,1708,21.6545667447,2,47188.0,325108.0
147,151071132@N06,GadgetsAndEnterainment,0,0,1,262,24.068702290100003,0,0.0,0.0
148,145361353@N02,Promo Media,0,0,0,1964,5.18737270876,0,0.0,0.0
149,32125909@N08,Stephen Malagodi,1,1,174,3162,65.8115117015,14,9038.28571429,239343.428571
150,152532441@N07,Sephoni Rowan,0,0,2,5,7.4,0,0.0,0.0
151,66525610@N08,Peter Spasov s Transport Website,1,1,378,9682,210.314707705,49,261.244897959,33520.9387755
152,78497753@N02,Hairrazor1211,0,1,4,2868,116.253138075,0,0.0,0.0
153,126397594@N03,ustung,0,0,1304,1222,2274.09819967,137,21849.138686099996,800668.467153
154,152297544@N06,shaifulislam141,0,0,7,18,1.61111111111,2,98490.5,2550990.0
155,158793054@N02,pucker-kooochy,0,0,1,6,1.0,0,0.0,0.0
156,151616120@N07,ami307,0,0,0,851,4.0517038777900005,0,0.0,0.0
157,72694017@N07,gobiernodetlajomulco,1,1,11,42156,63.9837,0,0.0,0.0
158,153352704@N05,dear art,0,0,0,12772,15.5611,0,0.0,0.0
159,108512178@N03,chloeeholt,0,0,135,170,52.4176470588,2,31639.5,118008.0
160,8140563@N08,benft,0,1,499,1440,637.070138889,212,7425.31132075,149538.59905699998
161,154145614@N05,revolutionnews.com,0,0,1,11531,5.8458,0,0.0,0.0
162,153294213@N04,richardlampert1,0,0,1,40,0.45,0,0.0,0.0
163,140530126@N08,moritzkater,0,0,0,698,55.1934097421,0,0.0,0.0
164,51029065@N08,Tiwaash,0,0,12,845,23.975147929000002,4,3230.5,107729.5
165,147605872@N05,stefanijuricevic1,0,0,12,233,16.356223176,0,0.0,0.0
166,7550823@N06,PoetInThePantry,0,1,39,5693,25.6133848586,6,5590.0,120783.83333299999
167,148202436@N06,northcoasttradingpost,0,0,1,295,4.49830508475,0,0.0,0.0
168,125435399@N06,Look_More,0,0,370,10340,42.6423,85,20296.611764700003,604515.552941
169,48600091752@N01,Rachael Ashe,1,1,425,7178,520.556283087,184,13953.804347799998,251825.581522
170,159663135@N05,theauctionmap,0,0,1,24,1.7916666666699999,0,0.0,0.0
171,125830006@N03,kluk_odvedle,0,0,31,718,18.9623955432,2,972.5,9459.0
172,155626848@N03,s.romano74,0,0,1,2,0.0,0,0.0,0.0
173,152596200@N02,mastertravel870,0,0,0,49,5.12244897959,0,0.0,0.0
174,98383904@N05,gfrechette,0,0,1,981,77.7370030581,4,2276.5,74546.5
175,146763859@N03,Angelica Juarez,0,0,9,207,47.294685990299996,8,147.25,114.625
176,153210688@N03,tamineyege,0,0,43,28,42.5357142857,0,0.0,0.0
177,158463954@N04,claudiadobson1,0,0,3,49,39.9387755102,2,15840.0,451417.5
178,22715037@N03,Erroba,1,1,2412,1961,3355.23865375,459,9505.20915033,199467.22440099998
179,77232988@N02,dmaidon,1,1,0,226964,1.3137,2,9228.5,520.5
180,144062089@N02,paloma.dm,0,0,55,157,139.038216561,92,28925.1413043,1059529.26087
181,44244101@N08,gvandam,0,0,286,1117,176.89794091299999,217,17730.2626728,485315.663594
182,10473893@N00,David Hampshire,0,0,23,1669,8.15218693829,0,0.0,0.0
183,157906636@N05,Kat4EverFree,0,0,12,44,15.5,2,774.0,12373.5
184,127552659@N06,Vernamm2,0,0,168,561,713.110516934,506,12407.7766798,354769.088933
185,48112367@N02,dlmancé,0,1,329,1723,250.93731863,162,20285.209876499997,484334.216049
186,44124434485@N01,Nicole Lee,1,1,260,7765,170.85035415299998,55,8423.10909091,217636.81818200002
187,35791032@N04,TRIVIA MAFIA,0,0,0,16030,20.0284,0,0.0,0.0
188,158234424@N02,nosheesaher,0,0,1,50,2.14,0,0.0,0.0
189,149911935@N08,lewisedwards9,0,0,42,3,333.666666667,0,0.0,0.0
190,8021658@N03,igalsc,0,1,751,1323,165.483749055,646,14422.4442724,346144.733746
191,142993256@N08,Play Area Safety Surfaces,0,0,0,1702,5.20387779083,0,0.0,0.0
192,153286618@N08,Nymera,0,0,189,92,242.880434783,18,40430.8888889,550655.222222
193,134295115@N03,danielgeorgemolato,0,0,0,10808,20.1921589545,0,0.0,0.0
194,148133785@N03,FirePowerFlower,0,0,41,1016,10.1919291339,5,115329.2,1000568.8
195,136137145@N04,rgk091,0,0,3,34,8.88235294118,0,0.0,0.0
196,63076241@N00,ThuGiang Le,0,1,885,1848,526.335497835,1081,7181.00185014,167467.06753
197,152455014@N06,nhhms.info,0,0,1,593,55.8313659359,0,0.0,0.0
198,35218628@N00,cpsh*,0,1,650,3316,172.399577805,103,1611.18446602,37610.038835
199,133035857@N08,Lala And Her Ghosts...,0,0,102,812,7.809113300489999,205,7768.51707317,227568.38536599997
200,151932540@N07,Anas Akram,0,0,1,119,0.6302521008399999,0,0.0,0.0
201,133100531@N04,ferragliogilberto,0,0,1,13764,2.1019,0,0.0,0.0
202,146938016@N05,WhenHack.com,0,0,0,1913,13.2148457919,0,0.0,0.0
203,11555733@N05,suzy_yes,1,1,726,3136,1142.1619898,174,3695.45977011,77505.53448280001
204,144040883@N06,Sport Consultants,0,0,0,1569,5.9687699171399995,0,0.0,0.0
205,35320428@N04,ekick,1,1,31,182,425.527472527,67,10777.895522399998,221094.402985
206,131414117@N05,alexis poulin,0,0,21,1578,37.8010139417,0,0.0,0.0
207,95736638@N00,Haacked,0,0,43,2326,163.476784179,3,6704.33333333,305230.0
208,47903765@N00,AlistairBeavis,1,1,369,1874,584.005336179,230,24040.8956522,784218.026087
209,61917144@N08,carso2,0,0,899,993,791.7854984889999,12,11172.0,177915.916667
210,153433885@N05,ig2eentertainment,0,0,1,36,6.63888888889,0,0.0,0.0
211,152557695@N08,samanthawilliams18,0,0,3,54,2.24074074074,0,0.0,0.0
212,107379026@N05,Tabbie Forbes,0,0,0,250,17.636,0,0.0,0.0
213,149284121@N07,Commissioning Engineers,0,0,1,836,3.79784688995,0,0.0,0.0
214,148741829@N04,Tree Surgeon Near Me,0,0,1,691,5.137481910269999,0,0.0,0.0
215,152600862@N07,piinky-wiggler,0,0,1,6,0.666666666667,0,0.0,0.0
216,154845915@N06,lowongan kerja surabaya,0,0,0,564,3.6418439716300006,0,0.0,0.0
217,141586726@N06,MUGA UK,0,0,0,1671,4.33034111311,0,0.0,0.0
218,116564446@N06,RWs Photo,0,0,3,20,19.05,3,341.666666667,4146.66666667
219,91747264@N03,jaschruela,1,1,205,4190,95.16014319809999,125,1760.32,71321.44
220,144569450@N02,DoesHack.com,0,0,0,10259,7.6505,0,0.0,0.0
221,115202616@N06,triatletennl,0,0,0,4188,15.732569245499999,0,0.0,0.0
222,81881495@N00,rudaryba,1,1,7,1441,3.19916724497,6,40795.5,1362136.5
223,145862838@N03,Ventilation Installers,0,0,1,1408,4.53196022727,0,0.0,0.0
224,142438577@N08,PromoAdvertising,0,0,0,1711,4.50789012274,0,0.0,0.0
225,95414027@N03,Fykrt,0,0,42,63,15.5714285714,1,3325.0,24282.0
226,97686277@N00,jamarre,1,1,14,2157,28.8822438572,6,37453.1666667,1191067.6666700002
227,75094405@N02,JayA007,0,0,1,2672,15.4273952096,3,1070.33333333,38004.3333333
228,150296451@N05,ricardobacili,0,0,669,126,601.833333333,5,112798.6,1283281.6
229,62849661@N03,MochaFrapScrapper,0,0,21,1002,117.474051896,26,671.461538462,7546.57692308
230,155181721@N02,groupthetravel,0,0,0,44,0.40909090909100004,0,0.0,0.0
231,88193693@N02,somekeepsakes,1,1,509,8312,247.63763233900002,108,6929.51851852,159340.574074
232,38137375@N02,HaloCalo,0,0,920,720,528.545833333,418,5827.59569378,210033.655502
233,31014699@N00,Franck Paul,1,1,118,9220,51.542841648599996,25,252.36,1917.32
234,151977223@N08,toursfirstclass,0,0,0,175,3.4,0,0.0,0.0
235,66888488@N02,rumimume,1,1,324,5512,579.1453193030001,334,17386.401197599997,602583.45509
236,151390901@N04,okokmovies,0,0,0,4996,7.780224179339999,0,0.0,0.0
237,24192350@N03,teamstickergiant,1,1,156,5110,282.91937377700003,3,335.0,593.0
238,123433159@N05,rasmus.thornberg,0,0,300,143,510.60839160800003,99,23552.4343434,714965.10101
239,105091085@N07,Ashworth Road Baptist Church,0,0,1,3982,30.1946258162,1,6483.0,12213.0
240,67185484@N00,ChloeGilbert,1,1,196,2350,89.47829787229999,204,11114.9607843,251342.946078
241,145523581@N07,Best Private Dentist,0,0,0,3270,22.352905198800002,0,0.0,0.0
242,40475895@N04,badgerv,0,0,2,2202,6.54405086285,0,0.0,0.0
243,151055895@N08,cenntauroalfa,0,0,1,23,149.086956522,25,9482.8,322386.96
244,87396936@N02,Reinhold.Lotz [too busy],1,1,594,3921,231.665901556,31,7473.29032258,129327.29032300001
245,154350303@N04,FearfulHollowSkulls,0,0,1,152,9.71052631579,0,0.0,0.0
246,149567335@N07,hcmsky,1,1,2,11792,12.4269,0,0.0,0.0
247,60851415@N04,stjoeshealth,1,1,0,12206,156.7356,0,0.0,0.0
248,146552383@N08,NHPOwen,0,0,4,61,19.2950819672,3,14199.666666699999,330067.333333
249,149484675@N06,bisdat,0,0,3,764,227.013089005,0,0.0,0.0
250,151938840@N07,sarahlouise7483,0,0,1,131,0.9770992366410001,0,0.0,0.0
251,150788334@N07,Network Security Uk,0,0,1,660,4.58787878788,0,0.0,0.0
252,24205602@N02,Greg(ory),1,1,2,16606,28.0611,0,0.0,0.0
253,148230778@N03,Connor Renwick,0,0,1,1023,173.73509286400002,0,0.0,0.0
254,144723005@N05,biricikdenir,0,0,1,1326,6.15082956259,0,0.0,0.0
255,144725923@N06,bostatbostat,0,0,0,18147,8.479,0,0.0,0.0
256,153680683@N07,riche_chik,0,0,1,969,13.136222910199999,0,0.0,0.0
257,25219489@N07,xiusun,0,0,36,88,17.0227272727,0,0.0,0.0
258,14919455@N00,D.Billy,1,1,141,1376,230.50072674400002,6,2307.83333333,138451.5
259,154040459@N03,mamu_jamuga,0,0,0,3893,9.06550218341,0,0.0,0.0
260,75902327@N07,Dave Tansom,0,0,341,5681,60.937687026899994,92,13758.695652200002,211463.98913
261,149181054@N03,Bookkeeping Experts,0,0,1,642,3.7071651090300004,0,0.0,0.0
262,127406279@N06,christopher.czlapka,0,0,7045,519,1657.43352601,135,23613.9037037,698772.177778
263,150587304@N02,Endelose,0,0,1,229,41.628820960700004,0,0.0,0.0
264,137638223@N03,mybloomsky,0,0,0,118119,5.0356,0,0.0,0.0
265,158793064@N02,marcsanders2,0,0,1,38,3.3421052631599997,0,0.0,0.0
266,66310779@N08,Stuart Bould,0,0,93,654,330.342507645,262,19843.9351145,732942.664122
267,91232500@N07,Noliver87,0,0,3,222,22.495495495500002,0,0.0,0.0
268,31306376@N04,Gustavo Rafhael,0,0,96,1587,26.8103339635,0,0.0,0.0
269,132837572@N04,storisell,0,0,0,7840,1.7255102040799999,0,0.0,0.0
270,142797844@N04,Géraldine Georgen,0,0,9,129,134.03875969,48,59315.145833300005,1451535.3541700002
271,155628823@N04,t.tours,0,0,0,60,1.68333333333,0,0.0,0.0
272,14108338@N03,missionindiemart,0,0,0,1261,10.0547184774,0,0.0,0.0
273,155347894@N02,LizaVesnulya,0,0,8,11,20.363636363599998,1,5491.0,357651.0
274,152755935@N03,c-kuushy,0,0,1,5,0.0,0,0.0,0.0
275,158492385@N04,Bead Gram,0,0,1,125,3.92,0,0.0,0.0
276,66973727@N03,Dmitriy Ryabov,1,1,6990,638,8073.54858934,100,20465.98,572909.28
277,150690938@N03,Audience Response Systems,0,0,1,664,3.64909638554,0,0.0,0.0
278,146174843@N07,karlliahnikita,0,0,6,561,32.6310160428,0,0.0,0.0
279,148846604@N06,BeginningPhoto,0,0,1,140,14.671428571400002,0,0.0,0.0
280,146973964@N08,japonshop,0,0,0,1287,9.32400932401,0,0.0,0.0
281,143627082@N04,Vassilis Pitoulis,0,0,0,310,625.1,0,0.0,0.0
282,159102478@N08,lucasgilet,0,0,5,19,9.68421052632,1,147.0,1582.0
283,56775156@N08,jeanfrancoiszamia,1,1,0,2660,7.34398496241,0,0.0,0.0
284,155209095@N06,vanessabodewig,0,0,0,1,0.0,0,0.0,0.0
285,154887551@N02,kristian138,0,0,2,22,2.9090909090900006,0,0.0,0.0
286,126938870@N06,pilotaveu,0,0,6,16368,12.7043,0,0.0,0.0
287,137019732@N03,sandowbusinesssolutions,0,0,1,227,3.55066079295,0,0.0,0.0
288,144738456@N06,hagmannreport,0,0,1,1821,45.233937397,0,0.0,0.0
289,124187941@N07,parsleyandsage11,0,0,4173,976,302.22233606599997,26,781.961538462,51155.269230800004
290,147638979@N04,jamesclifton1,0,0,1,857,1.15752625438,0,0.0,0.0
291,147685125@N06,TheBeautyOfTheSea,0,0,1,392,11.9719387755,0,0.0,0.0
292,139676803@N04,Charles chrich,0,0,401,65,2488.06153846,540,12794.1518519,462582.522222
293,150457211@N04,marcjakob,0,0,0,5,3.4,0,0.0,0.0
294,75952019@N05,lukespillane,0,0,1,1590,10.7094339623,0,0.0,0.0
295,154123168@N08,malarantony,0,0,1,340,1.6588235294100002,0,0.0,0.0
296,126820068@N04,@ 67 Fotografie,0,0,1017,481,66.9085239085,6,85444.6666667,656809.666667
297,158639904@N02,marcelamarin,0,0,0,2,1.5,0,0.0,0.0
298,144586914@N03,behcetdensizbehcetdensiz,0,0,0,1239,5.83535108959,0,0.0,0.0
299,146114564@N02,Leasing Commercial Gym Equipment,0,0,0,6053,5.502725921030001,0,0.0,0.0
300,84427104@N05,ThingyMeBobs,0,0,90,1081,138.870490287,152,14915.8486842,514213.539474
301,87551559@N05,techano,0,0,93,483,16.2070393375,0,0.0,0.0
302,46008056@N02,Artstudio309,1,1,163,1356,391.179941003,18,1682.16666667,51471.3333333
303,29272897@N02,Teppo Manninen,0,1,291,409,231.804400978,29,6094.31034483,157638.93103399998
304,91259999@N07,7 Camicie Splau,0,0,502,1132,123.261484099,7,38782.2857143,372618.571429
305,157628576@N05,Bambuluá Berçário e Maternal,0,0,0,2110,29.1488151659,0,0.0,0.0
306,149889743@N07,Primary School Resources,0,0,1,506,5.54347826087,0,0.0,0.0
307,151963372@N06,frayssignes.isabelle,0,0,0,73,1.38356164384,0,0.0,0.0
308,146647160@N02,PichardoMX,0,0,0,31,28.9032258065,0,0.0,0.0
309,152397022@N05,dámarisnavarro,0,0,1,2,10.5,0,0.0,0.0
310,157330613@N02,taqwachannel,0,0,1,1395,5.6939068100400005,0,0.0,0.0
311,137729003@N03,Eric Guillaume Lausanne,0,0,56,402,46.3855721393,0,0.0,0.0
312,8800347@N05,Martin Alpin,0,0,12,4993,10.2299218906,4,2366.0,39498.0
313,152566644@N06,sufyan.khalid41,0,0,1,1448,9.80801104972,0,0.0,0.0
